speaker,label,type,utterance
139242149,REQ,OP, Were you in contact with our phone support when that happened?
626121459,ANSW,OP, @XboxSupport2 Yes or I wouldn't be able to get on my account.
626121459,ANSW,OP, And I access to the alternate just not the one that was hacked.
139242149,REQ,OP," Crona Alright, Can you please try this link and input your info to gain access?"
139242149,ANSW,OP, https://t.co/oeec898X ^BB
626121459,ANSW,OP,@XboxSupport2 I just want To play xbox and my dashboard is acting up.
139242149,REQ,OP, Crona Yeah?
139242149,REQ,OP, What's it doing?

151873609,ANSW,OP,@XboxSupport2 followed by this when I test the connection http://t.co/92GlgMGu
139242149,REQ,OP," @Barradellinho Alright, let's try the steps here: http://t.co/NRYxlBJ6 Let us know how it goes."

77032886,REQ,OP, @XboxSupport2 in your region throughout the year.
77032886,ANSW,OP," If you do not have a console or do not care to begin with a new profile, continue below."
139242149,REQ,OP, @Deco_Ilha Did you have that gamertag set up previously for a different region?
77032886,ANSW,OP, @XboxSupport2 I did.
77032886,ANSW,OP, There was no live in my country (BRAZIL) when gamertag was created...
139242149,ANSW,OP, @Deco_Ilha So the issue might be that the email/gamertag was created for a different region than you are located in?
77032886,REQ,OP, @XboxSupport2 Which region is this gamertag ...
77032886,REQ,OP, Could you tell me??
139242149,REQ,OP, @Deco_Ilha Did you ever contact support in the past about changing the region ?
77032886,ANSW,OP, @XboxSupport2 going step by step.
77032886,REQ,OP, Could try to find my gamertag in your database?
139242149,ANSW,OP, @Deco_Ilha We aren't able to access that info.
139242149,ANSW,OP, (cont) ^BB
139242149,REQ,OP," @Deco_Ilha To test, can you try creating a new Windows LIVE ID and gamertag to see if that error happens?"
77032886,ANSW,OP, @XboxSupport2 does not happen ...
77032886,ANSW,OP, I can usually do this.
77032886,REQ,OP,@XboxSupport2 Could try to find my gamertag in your database?
139242149,REQ,OP, @Deco_Ilha So you were just able to create a new account with no issues?
77032886,ANSW,OP, @XboxSupport2 yes.
77032886,ANSW,OP, Since we do not use the email msndeco@hotmail.com.
77032886,ANSW,OP," Using any other email, I can usually"
139242149,ANSW,OP, @Deco_Ilha It sounds like it may be an issue with that old account then.
139242149,ANSW,OP, We might recommend using the newly created account if you can.
77032886,ANSW,OP, @XboxSupport2 I do not agree ...
77032886,ANSW,OP, correct is to find the problem and solve it.
77032886,REQ,OP, Could try to find my gamertag in your database?
139242149,ANSW,OP," @Deco_Ilha We are not able to find that info, unfortunately."
139242149,ANSW,OP, If phone support was not able to verify it we also wouldn't be able to.
77032886,ANSW,OP, @XboxSupport2 As you can see in the image gamertag exists somewhere.
77032886,REQ,OP, correct?
139242149,REQ,OP, @Deco_Ilha But when did you actually last have access to that GT?
139242149,REQ,OP, And have you played with it before in games?
77032886,ANSW,OP, @XboxSupport2 i can remember last time...
77032886,ANSW,OP, i have played Street Fighter 4...
77032886,REQ,OP, could you delete that gamertag?
139242149,REQ,OP, @Deco_Ilha So you only played on Games for Windows LIVE?
139242149,REQ,OP, Never from an Xbox 360?
77032886,ANSW,OP,@XboxSupport2 Yes
139242149,REQ,OP," @Deco_Ilha Alright one other thing to try, have you visited the GFWL forums at all?"
139242149,ANNOU,OP, http://t.co/ZhVc7ygv ^BB
77032886,ANSW,OP,@XboxSupport2 many times...
139242149,REQ,OP, @Deco_Ilha Did you make a post there?
77032886,ANSW,OP,@XboxSupport2 look http://t.co/X8ZIZ9SW
139242149,REQ,OP, @Deco_Ilha Did you read the post we sent earlier?
77032886,ANSW,OP,@XboxSupport2 Didin't think would be at the mercy of a forum to help
139242149,ANSW,OP,@Deco_Ilha Unfortunately it is still a forum but I think they will be best suited to get this figured out ^PC
77032886,ANSW,OP, @XboxSupport2 I thought the xbox live and GFWL had become one.
77032886,ANSW,OP," I have no problem with my windows live id, only with http://t.co/HDacAMyZ"
139242149,ANSW,SV,"@Deco_Ilha You're using a Windows Live ID/Microsoft Account on either one, so the Live support forums there should be able to handle it ^PC"
77032886,REQ,OP," @XboxSupport2 hi guys, do you remember me?"
77032886,REQ,OP, my problem??
77032886,ANNOU,OP, I did some testing to try to resolve.
77032886,ANNOU,OP, I would refer you guys about some doubts
139242149,REQ,OP, @Deco_Ilha And you have tried changing the Live ID tied to the Gamertag?
77032886,ANSW,OP, @XboxSupport2 a msg: alredy have a gamertag associated to this windows live id.
77032886,REQ,OP, How could be if have nothing in your database?

139242149,REQ,OP, @omg1network Are you not able to connect to LIVE?
550113769,ANSW,OP,@XboxSupport2  kicked our whole party out and then took forever to log back into live.
139242149,REQ,OP, @omg1network Are you back up now?
550113769,ANSW,SV,@XboxSupport2 as of now going good thanks.
139242149,RESPOS,SV, @omg1network Great to hear.
139242149,REQ,SV, Hit us up anytime for help.

139242149,ANSW,OP,"@peniswomansarse All reports are investigated, but unfortunately we aren't able to do more if it is decided it doesn't warrant suspension^BB"
164093891,REQ,OP, @XboxSupport2 so i can slag off him on my bio?
164093891,REQ,OP, without gettin banned?
139242149,ANSW,SV, @peniswomansarse Please follow the code of conduct while on Xbox LIVE.
164093891,ANSW,SV, @XboxSupport2 well i dont think he is.
164093891,ANSW,SV, I always do.

139242149,THK,SV, @Jacksauce_ Thanks!
500137196,RESPOS,SV,@XboxSupport2 : )
139242149,ANNOU,SV, @Jacksauce_ Hit us up anytime!

139242149,REQ,OP, @frankwieser Do you not use that email to log into your xbox account?
363755615,ANSW,OP, @XboxSupport2 I believe I do.
363755615,ANSW,OP, Maybe I use the hotmail.
363755615,ANSW,OP, Not sure.
363755615,ANSW,OP, But I deffently got there email

752187409,REQ,OP, @xboxsupport2 what is the ms points buying limit?
752187409,ANNOU,OP, i just bought 2000 and I cant freaking buy more
139242149,REQ,OP, BeloGabe How many do you have on your account now?
752187409,ANSW,OP,@XboxSupport2 2250
139242149,REQ,OP," BeloGabe Hmm, what error are you getting?"
752187409,ANSW,OP,@XboxSupport2 error 80153018 :
139242149,REQ,OP, BeloGabe Do you have any pending purchases already?
139242149,REQ,OP, What is your current subscription status?
752187409,ANSW,OP,"@XboxSupport2 not really, I have a 1 year gold subscription which I bought last month"
139242149,ANSW,OP," BeloGabe Alright, so in the ""my account"" section on http://t.co/2tbXhXwk it shows you don't expire til next year?"
752187409,RCPT,OP,@XboxSupport2 yepp =)
139242149,REQ,OP, BeloGabe Are you trying to buy the points from the console or website?
752187409,ANSW,OP,@XboxSupport2 i tried from both :
139242149,REQ,OP, BeloGabe If you visit your download history is there anything pending there?

139242149,ANSW,OP,@PriusGuy2004 You can check on the latest recently reduced content here: http://t.co/tXn3Fpab  ^BB
139242149,REQ,OP," @PriusGuy2004 Not sure on that, is there anything in the description for it?"
49145460,ANSW,OP, @XboxSupport2 @XboxSupport ^BB: The descriptions on the 2 DLCs for Deus Ex I was asking about weren't descriptive enough...
49145460,ANSW,OP, so I asked you.
139242149,ANSW,OP," @PriusGuy2004 As far as I know it's not available to lock in-game, and only available through the DLC."
49145460,RCPT,OP, @XboxSupport2 @XboxSupport ok.
49145460,THK,OP, Thanks.
139242149,RESPOS,OP, @PriusGuy2004 You're welcome!
49145460,ANSW,OP," @XboxSupport2 @XboxSupport These are still the August ""Recently Reduced"" content."
49145460,ANSW,OP, We are well into Sept.
49145460,REQ,OP, Where is the new September sales?
139242149,ANSW,OP," @PriusGuy2004 We have no info on when that content will change, sorry!"
49145460,ANSW,OP," @XboxSupport2 @XboxSupport Deep, deep sigh from me."
49145460,ANSW,OP, I posted this suggestion to the forums to get these out quicker.
49145460,ANSW,OP, No replies from MS.
49145460,COMPLAINT,OP, :-(
139242149,ANSW,SV," @PriusGuy2004 I hear ya, unfortunately we don't have any more info on it currently."
139242149,ANSW,SV, As far as I know there's not a set time that changes.
49145460,ANSW,OP, @XboxSupport2 Well there should be...
49145460,REQ,OP, like maybe the 1st of each month?
49145460,ANSW,OP, What a concept!
49145460,ANSW,OP, #SarcasticTweet LOL!!!
49145460,RESPOS,SV," Have a good day, ^BB!!!"
139242149,ANSW,SV, @PriusGuy2004 I totally understand.
139242149,THK,SV, Thanks for stickin' with us.
139242149,RESPOS,SV, Cheers.

223943054,REQ,OP,@XboxSupport2 why wont my password reset link come to my email i've been waiting 4 days !
139242149,REQ,OP, @Wez2025 Can you check your junk and spam folders for it?
139242149,REQ,OP, Or go to http://t.co/9MmRx4hk and have it sent again.
223943054,ANSW,OP, @XboxSupport2 ive done this 4 times ...
223943054,ANSW,OP, i've rang up and they just keep telling me to wait wait wait another 24hours xbox set the account up
139242149,REQ,OP, @Wez2025 When is the last time you spoke with our phone team?
223943054,ANSW,OP, @XboxSupport2 today ..
223943054,ANSW,OP, and i got told to wait 24hours again ..
223943054,ANSW,OP, but ive been doing this for the past 4 days ..
223943054,ANSW,OP, Service Number : 1183488718

139242149,REQ,OP, @GameDOW Are your game saves stored on your hard drive or a USB flash drive?
139242149,REQ,OP, Can you try moving them to a USB flash drive and loading?
374608190,ANSW,OP,@XboxSupport2 neither works

139242149,REQ,OP, @summr002 What isn't showing up currently?
152652185,ANSW,OP,"@XboxSupport2 call of the dead and shangri la map packs on zombies, just they show in the storage"
139242149,REQ,OP," @summr002 Alright so they are showing in storage, but not in-game, correct?"
152652185,ANSW,OP,@xboxsupport2 yes that is correct
139242149,REQ,OP, @summr002 Which collection are the maps from?
152652185,ANSW,OP,"@xboxsupport2 call of duty black ops, annilhilation map pack &amp; escalation map pack"
139242149,REQ,OP, @summr002 Are you trying to play them with the profile that purchased them?
152652185,ANSW,OP,"@xboxsupport2 yes I am, when I connect to xbox live they are there then when offline I can't find them I'm really not happy with this"
139242149,REQ,OP, @summr002 They are available for online use?
152652185,ANSW,OP,@xboxsupport2 when I connect it to the internet they are there then when I'm not connected there not
139242149,REQ,OP, @summr002 Have you ever been able to play them offline?
152652185,ANSW,OP,@xboxsupport2 yeah I have been able to before
139242149,REQ,OP, @summr002 When did you start not being able to?
139242149,REQ,OP, And did you ever have to redownload them?
152652185,ANSW,OP,@xboxsupport2 yeah I redownloaded them today
139242149,REQ,OP, @summr002 Have you tried doing a license transfer?
139242149,REQ,OP, http://t.co/Or2grl7K ^BB

139242149,REQ,OP, @Fr3ddi3n It is always like that when you plug in one controller?
139242149,REQ,OP, What about with a second controller added?
718611948,ANSW,OP,@XboxSupport2 the second controller lights up on number 3.
139242149,REQ,OP,@Fr3ddi3n Let's try removing any discs that are in there and laying the console down horizontally for a few seconds ^PC

139242149,REQ,OP," @Jmoforob To clarify, you tried this troubleshooter?"
139242149,REQ,OP, http://t.co/s6wOyprq ^PJ
389825136,ANSW,OP,@XboxSupport2 To clarify yes..

139242149,REQ,OP, @ConorBoy97m Have you been able to try with the hard drive removed?
334442910,ANSW,OP, @XboxSupport2 I have no idea how to remove the hard drive.
334442910,ANSW,OP, It's not freezing now just working really slow...
139242149,REQ,OP, @ConorBoy97m Can you try clearing your cache and resetting the console?
139242149,REQ,OP, Here's how: http://t.co/08EQg1GR ^BB

139242149,ANSW,OP, @martinsutherla1 The suspension should be lifted at the same time of day it went into effect.
418970729,REQ,OP,@XboxSupport2 but i dont know when that was im wondering if you can tell me?
139242149,ANSW,OP," @martinsutherla1 We do have any info on suspensions from here, sorry!"
418970729,ANSW,OP,@XboxSupport2 it should have let me sign in by now!
139242149,REQ,OP, @martinsutherla1 Are you sure of the time it started and when it was set to end?
418970729,ANSW,OP,"@XboxSupport2 see i dont have a clue i went on this morning and it came up with the message, i have had that bio for ages and now it happens"
139242149,REQ,OP, @martinsutherla1 Did you receive an email about the suspension?
418970729,ANSW,OP,@XboxSupport2 yeah man
139242149,REQ,OP, @martinsutherla1 Did it let you know any additional info?
139242149,ANSW,SV, Unfortunately we don't have any from here.
418970729,ANSW,SV,@XboxSupport2 nope nothing cheers anyway!
139242149,ANSW,SV, @martinsutherla1 Hopefully you can get back on soon.

139242149,REQ,OP," @Gamin_Guys We wouldn't be able to see enforcement info from here, but filing a report on the user would be the best thing to do."
87839537,ANSW,OP,"@XboxSupport2 As I have not yet filed a report on http://t.co/xRDEflJN yet, could you give me details on procedure thanks."

139242149,ANSW,SV, @RiftXD Hope that helped!
413847367,ANSW,SV,@XboxSupport2 Ohh it did!

139242149,REQ,OP, @ItsRichardAgain Can you give it another try now and let us know how it goes?
139242149,THK,OP, Thank you!
631623655,ANSW,OP," @XboxSupport2 I am in school right now, I shall try when I get home."
631623655,THK,OP, Thank you.

139242149,ANSW,OP, @bogwaterben Sounds like we need to check on your payment info.
139242149,REQ,OP, Can you log into http://t.co/y1svo0sk?
436224195,ANSW,OP, @XboxSupport2 logged in and entered the code.
436224195,REQ,OP, Now what?
139242149,REQ,OP, @bogwaterben What code did you enter?

139242149,REQ,OP," @LarsRood Wait, so you are trying to log into an existing gamertag, yes?"
12623002,ANSW,OP,@XboxSupport2 no
139242149,REQ,OP, @LarsRood Can you clarify?
139242149,REQ,OP, What info is it asking for?

139242149,REQ,OP," @bryer Did you make sure to delete the DLC, clear cahce: http://t.co/08EQg1GR, then reboot and redownload."
11488902,ANSW,OP,@XboxSupport2 yeah started a fresh and its still doing it :-(
139242149,ANSW,OP, @bryer We found this solution: http://t.co/N8wfqiVr Give it a shot!
11488902,ANSW,OP,@XboxSupport2 erm my problem relates to EA Games Battlefield: Bad Company 2....
139242149,APOL,OP, @bryer So sorry!
139242149,ANSW,OP, That was meant for someone else.
139242149,REQ,OP, Are you able to try downloading the DLC to a USB device?
